  Line,  Analysis,             Time Code,           Port,  Inj Nr,  d(17_16)Mean,  d(18_16)Mean,    d(D_H)Mean,      E17_Mean,      H2O_Mean,  Ignore, Good,                            Identifier 1,                            Identifier 2,   Gas Configuration,Timestamp Mean,   d(17_16)_SD,   d(18_16)_SD,     d(D_H)_SD,        E17_SD,        H2O_SD,   d(18_16)_Sl,     d(D_H)_Sl,        H2O_Sl,baseline_shift,   slope_shift,     residuals,baseline_curvature,      interval,       ch4_ppm,  h16od_adjust,   h16od_shift,n2_flag,Resistance,      DAS Temp,      Tray,  Sample,     Job,    Method,Error Code,Pulse Good
28,    P-2599,   2023/02/22 19:56:36,           1-01,28,-0.101,-0.594,1.098,0.213,20533,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677114104,0.192,0.186,0.632,0.131,171.335,-0.001,-0.012,4.085,96.938,25.024,1.072,61.69,0.872,0.023,0,0,0,"    
21.76",40.562,1,1,1,WassenaarRS,0,1
29,    P-2599,   2023/02/22 20:05:36,           1-01,29,-0.087,-0.591,1.026,0.226,20574,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677114643,0.209,0.186,0.587,0.149,169.375,-0.001,-0.011,4.02,97.178,25.041,1.071,61.553,0.871,-0.049,0,0,0,"    
21.80",41.062,1,1,1,WassenaarRS,0,1
30,    P-2599,   2023/02/22 20:14:36,           1-01,30,-0.089,-0.554,1.252,0.203,20611,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677115184,0.215,0.174,0.588,0.158,161.098,-0.001,-0.011,3.865,97.294,25.051,1.083,62.073,0.872,0.049,0,0,0,"    
21.71",41.312,1,1,1,WassenaarRS,0,1
31,    P-2599,   2023/02/22 20:23:36,           1-01,31,-0.071,-0.553,1.311,0.221,20417,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677115723,0.203,0.183,0.577,0.148,164.121,-0.002,-0.011,3.918,96.508,24.848,1.061,61.043,0.871,-0.066,0,0,0,"    
21.83",40.875,1,1,1,WassenaarRS,0,1
32,    P-2599,   2023/02/22 20:32:35,           1-01,32,-0.111,-0.586,1.358,0.199,20586,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677116263,0.215,0.182,0.61,0.164,170.051,-0.001,-0.011,4.052,97.154,25.106,1.081,61.806,0.873,0.025,0,0,0,"    
21.62",40.562,1,1,1,WassenaarRS,0,1
33,    P-2599,   2023/02/22 20:41:34,           1-01,33,-0.092,-0.58,1.359,0.214,20629,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677116801,0.207,0.178,0.62,0.157,167.12,-0.001,-0.012,3.986,97.364,25.115,1.082,61.88,0.872,-0.013,0,0,0,"    
21.67",40.938,1,1,1,WassenaarRS,0,1
34,    P-2599,   2023/02/22 20:50:34,           1-01,34,-0.065,-0.555,1.402,0.228,20360,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677117341,0.212,0.183,0.581,0.148,163.391,-0.001,-0.009,3.896,96.218,24.91,1.048,60.635,0.872,-0.083,0,0,0,"    
21.64",41.438,1,1,1,WassenaarRS,0,1
35,    P-2599,   2023/02/22 20:59:33,           1-01,35,-0.085,-0.505,1.601,0.182,20666,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677117880,0.211,0.186,0.606,0.157,161.857,-0.001,-0.011,3.84,97.529,25.159,1.084,61.982,0.871,0.053,0,0,0,"    
21.69",41.438,1,1,1,WassenaarRS,0,1
36,    P-2599,   2023/02/22 21:08:33,           1-01,36,-0.074,-0.501,1.753,0.191,20490,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677118421,0.194,0.185,0.606,0.146,160.059,-0.001,-0.011,3.794,96.758,24.952,1.075,61.428,0.872,0.032,0,0,0,"    
21.92",40.938,1,1,1,WassenaarRS,0,1
37,    P-2599,   2023/02/22 21:17:34,           1-01,37,-0.11,-0.558,1.699,0.184,20171,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677118961,0.206,0.188,0.647,0.145,162.572,0,-0.011,3.874,95.312,24.559,1.057,60.739,0.872,0.031,0,0,0,"    
21.80",40.625,1,1,1,WassenaarRS,0,1
38,    P-2599,   2023/02/22 21:26:33,           1-01,38,-0.049,-0.523,1.668,0.228,20593,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677119500,0.242,0.21,0.534,0.162,167.275,-0.001,-0.009,3.99,97.264,25.031,1.078,61.568,0.872,-0.064,0,0,0,"    
21.67",40.812,1,1,1,WassenaarRS,0,1
39,    P-2599,   2023/02/22 21:35:32,           1-01,39,-0.104,-0.561,1.634,0.192,20467,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677120039,0.2,0.177,0.522,0.146,160.974,-0.001,-0.009,3.839,96.63,24.887,1.077,61.634,0.872,0.036,0,0,0,"    
21.82",41.375,1,1,1,WassenaarRS,0,1
40,    P-2599,   2023/02/22 21:44:31,           1-01,40,-0.046,-0.506,1.804,0.221,20365,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677120579,0.196,0.162,0.501,0.154,158.376,-0.001,-0.009,3.805,96.221,24.858,1.056,60.801,0.871,-0.03,0,0,0,"    
21.78",41.312,1,1,1,WassenaarRS,0,1
41,    P-2599,   2023/02/22 21:53:31,           1-01,41,-0.073,-0.536,1.805,0.21,20308,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677121118,0.221,0.192,0.512,0.165,163.708,-0.001,-0.009,3.906,95.929,24.738,1.066,60.947,0.871,0.011,0,0,0,"    
21.86",40.875,1,1,1,WassenaarRS,0,1
42,    P-2599,   2023/02/22 22:02:31,           1-01,42,-0.061,-0.519,1.868,0.213,20693,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677121659,0.227,0.189,0.548,0.163,165.079,-0.001,-0.01,3.934,97.674,25.203,1.083,61.764,0.872,0.001,0,0,0,"    
21.67",40.75,1,1,1,WassenaarRS,0,1
43,    P-2599,   2023/02/22 22:11:31,           1-01,43,-0.073,-0.543,1.633,0.213,20172,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677122198,0.217,0.187,0.54,0.156,161.373,-0.001,-0.01,3.851,95.361,24.552,1.049,60.507,0.871,-0.015,0,0,0,"    
21.69",41.25,1,1,1,WassenaarRS,0,1
44,    P-2599,   2023/02/22 22:20:32,           1-01,44,-0.041,-0.487,1.993,0.216,20568,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677122739,0.249,0.2,0.526,0.179,157.661,-0.001,-0.008,3.759,97.094,25.187,1.069,61.208,0.871,-0.009,0,0,0,"    
21.75",41.5,1,1,1,WassenaarRS,0,1
45,    P-2599,   2023/02/22 22:29:31,           1-01,45,-0.005,-0.465,2.039,0.241,20052,0,1,                                 DummyKD,                                T1V1-ID2,                 H2O,1677123279,0.21,0.191,0.536,0.153,156.499,0,-0.009,3.731,94.888,24.449,1.034,59.801,0.872,-0.071,0,0,0,"    
21.77",41.062,1,1,1,WassenaarRS,0,1
46,    P-2600,   2023/02/22 22:39:30,           1-02,1,0.787,1.047,-0.485,0.234,21197,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677123877,0.22,0.185,0.529,0.157,170.844,-0.001,-0.008,4.042,99.898,25.635,1.122,63.767,0.873,0.024,0,0,0,"    
21.77",40.625,1,2,2,WassenaarRS,0,1
47,    P-2600,   2023/02/22 22:48:29,           1-02,2,0.666,0.812,-1.682,0.237,22408,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677124417,0.23,0.201,0.493,0.163,168.671,-0.001,-0.008,3.987,105.25,26.945,1.213,67.834,0.873,0.085,0,0,0,"    
21.66",40.938,1,2,2,WassenaarRS,0,1
48,    P-2600,   2023/02/22 22:57:29,           1-02,3,0.862,1.177,-0.433,0.24,20225,-1,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677124956,0.215,0.177,0.48,0.16,157.486,-0.001,-0.008,3.757,95.525,24.631,1.057,61.01,0.871,0.06,0,0,0,"    
21.72",41.438,1,2,2,WassenaarRS,0,1
49,    P-2600,   2023/02/22 23:06:28,           1-02,4,0.883,1.168,-0.547,0.266,20601,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677125496,0.236,0.184,0.534,0.174,155.55,0,-0.009,3.71,97.271,25.043,1.078,61.631,0.872,-0.054,0,0,0,"    
21.79",41.375,1,2,2,WassenaarRS,0,1
50,    P-2600,   2023/02/22 23:15:28,           1-02,5,0.834,1.136,-0.511,0.234,20067,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677126035,0.226,0.189,0.438,0.159,160.37,-0.001,-0.006,3.825,94.888,24.511,1.036,59.938,0.872,-0.045,0,0,0,"    
21.86",40.875,1,2,2,WassenaarRS,0,1
51,    P-2600,   2023/02/22 23:24:27,           1-02,6,0.878,1.184,-0.415,0.253,20740,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677126575,0.222,0.207,0.51,0.151,165.729,0,-0.008,3.943,97.847,25.178,1.094,62.199,0.873,-0.028,0,0,0,"    
21.74",40.562,1,2,2,WassenaarRS,0,1
52,    P-2600,   2023/02/22 23:33:27,           1-02,7,0.867,1.175,-0.443,0.246,20353,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677127114,0.234,0.192,0.476,0.174,162.094,-0.001,-0.007,3.862,96.129,24.739,1.066,61.174,0.872,-0.008,0,0,0,"    
21.77",41.062,1,2,2,WassenaarRS,0,1
53,    P-2600,   2023/02/22 23:42:26,           1-02,8,0.902,1.228,-0.271,0.254,20463,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677127653,0.22,0.199,0.453,0.163,155.284,-0.001,-0.006,3.695,96.669,24.808,1.071,61.291,0.872,-0.015,0,0,0,"    
21.74",41.562,1,2,2,WassenaarRS,0,1
54,    P-2600,   2023/02/22 23:51:25,           1-02,9,0.866,1.206,-0.326,0.229,20094,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677128192,0.219,0.19,0.49,0.161,154.632,0,-0.008,3.686,95.027,24.464,1.047,60.14,0.872,-0.055,0,0,0,"    
21.73",41.312,1,2,2,WassenaarRS,0,1
55,    P-2600,   2023/02/23 00:00:24,           1-02,10,0.867,1.186,-0.328,0.241,20638,0,1,                               SuperBoil,                                T1V2-ID2,                 H2O,1677128731,0.212,0.182,0.533,0.147,165.455,-0.001,-0.009,3.939,97.368,25.154,1.077,61.709,0.874,-0.029,0,0,0,"    
21.81",40.75,1,2,2,WassenaarRS,0,1
56,    P-2601,   2023/02/23 00:10:23,           1-03,1,1.838,3.023,8.042,0.243,20894,-1,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677129330,0.216,0.192,0.54,0.151,163.877,-0.001,-0.009,3.881,98.522,25.279,1.102,63.116,0.872,-0.016,0,0,0,"    
21.78",40.812,1,3,2,WassenaarRS,0,1
57,    P-2601,   2023/02/23 00:19:23,           1-03,2,1.666,2.748,7.493,0.216,21106,-1,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677129870,0.223,0.193,0.52,0.155,164.257,-0.002,-0.009,3.914,99.368,25.502,1.127,64.009,0.872,0.103,0,0,0,"    
21.82",41.375,1,3,2,WassenaarRS,0,1
58,    P-2601,   2023/02/23 00:28:22,           1-03,3,1.873,3.081,8.733,0.247,20592,-1,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677130409,0.215,0.188,0.517,0.147,157.066,-0.001,-0.008,3.735,97.149,25.034,1.078,61.959,0.874,0.049,0,0,0,"    
21.68",41.562,1,3,2,WassenaarRS,0,1
59,    P-2601,   2023/02/23 00:37:22,           1-03,4,1.942,3.16,9.012,0.274,20457,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677130949,0.236,0.209,0.522,0.164,158.922,-0.001,-0.008,3.784,96.674,24.694,1.077,61.461,0.872,-0.04,0,0,0,"    
21.74",41.062,1,3,2,WassenaarRS,0,1
60,    P-2601,   2023/02/23 00:46:23,           1-03,5,1.879,3.128,9.102,0.228,20672,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677131490,0.212,0.181,0.504,0.154,163.919,-0.001,-0.007,3.882,97.506,25.107,1.086,62.23,0.873,0.039,0,0,0,"    
21.77",40.562,1,3,2,WassenaarRS,0,1
61,    P-2601,   2023/02/23 00:55:22,           1-03,6,1.863,3.106,9.187,0.224,20627,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677132029,0.221,0.19,0.558,0.162,160.092,0,-0.01,3.809,97.265,25,1.095,62.449,0.873,0.096,0,0,0,"    
21.76",40.938,1,3,2,WassenaarRS,0,1
62,    P-2601,   2023/02/23 01:04:21,           1-03,7,1.894,3.131,9.176,0.242,20240,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677132568,0.242,0.194,0.523,0.174,154.954,0,-0.009,3.693,95.597,24.701,1.053,60.734,0.872,-0.025,0,0,0,"    
21.81",41.438,1,3,2,WassenaarRS,0,1
63,    P-2601,   2023/02/23 01:13:21,           1-03,8,1.924,3.161,9.323,0.256,20656,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677133108,0.226,0.191,0.483,0.168,156.884,-0.001,-0.008,3.732,97.407,25.168,1.082,62.079,0.873,0.049,0,0,0,"    
21.84",41.188,1,3,2,WassenaarRS,0,1
64,    P-2601,   2023/02/23 01:22:21,           1-03,9,1.908,3.154,9.353,0.243,20268,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677133648,0.211,0.187,0.524,0.152,159.371,-0.001,-0.009,3.814,95.787,24.619,1.055,60.696,0.873,-0.081,0,0,0,"    
21.88",40.688,1,3,2,WassenaarRS,0,1
65,    P-2601,   2023/02/23 01:31:20,           1-03,10,1.935,3.155,9.373,0.27,20168,0,1,                              UltraBoil,                                T1V3-ID2,                 H2O,1677134188,0.219,0.189,0.485,0.16,161.425,-0.001,-0.008,3.867,95.343,24.47,1.051,60.517,0.873,-0.066,0,0,0,"    
21.73",40.812,1,3,2,WassenaarRS,0,1
66,    P-2602,   2023/02/23 01:41:20,           1-04,1,2.826,4.925,14.281,0.228,22045,-1,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677134788,0.227,0.209,0.568,0.16,163.378,-0.001,-0.009,3.856,103.599,26.525,1.187,66.717,0.873,0.025,0,0,0,"    
21.84",41.438,1,4,2,WassenaarRS,0,1
67,    P-2602,   2023/02/23 01:50:20,           1-04,2,2.867,4.96,14.591,0.25,20768,-1,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677135328,0.211,0.188,0.506,0.157,158.495,-0.002,-0.008,3.749,97.909,25.239,1.091,62.543,0.873,0.015,0,0,0,"    
21.76",41.438,1,4,2,WassenaarRS,0,1
68,    P-2602,   2023/02/23 01:59:21,           1-04,3,2.933,5.14,15.338,0.222,20593,-1,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677135868,0.2,0.189,0.48,0.142,158.833,-0.002,-0.008,3.781,97.121,24.906,1.09,62.314,0.874,0.079,0,0,0,"    
21.82",40.875,1,4,2,WassenaarRS,0,1
69,    P-2602,   2023/02/23 02:08:20,           1-04,4,2.954,5.097,15.267,0.266,20215,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677136408,0.248,0.214,0.501,0.175,161.08,0,-0.008,3.828,95.477,24.598,1.057,60.838,0.874,-0.001,0,0,0,"    
21.73",40.75,1,4,2,WassenaarRS,0,1
70,    P-2602,   2023/02/23 02:17:20,           1-04,5,2.997,5.175,15.562,0.267,20881,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677136948,0.249,0.214,0.493,0.179,163.25,-0.002,-0.008,3.881,98.48,25.158,1.103,62.924,0.873,-0.062,0,0,0,"    
21.67",41.188,1,4,2,WassenaarRS,0,1
71,    P-2602,   2023/02/23 02:26:19,           1-04,6,2.968,5.158,15.575,0.247,20388,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677137486,0.231,0.201,0.495,0.165,155.63,-0.001,-0.008,3.705,96.296,24.638,1.068,61.393,0.872,-0.03,0,0,0,"    
21.68",41.625,1,4,2,WassenaarRS,0,1
72,    P-2602,   2023/02/23 02:35:19,           1-04,7,3.02,5.2,15.689,0.277,20797,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677138026,0.222,0.196,0.476,0.157,155.356,-0.001,-0.008,3.7,98.071,25.136,1.1,62.607,0.872,-0.009,0,0,0,"    
21.80",41.625,1,4,2,WassenaarRS,0,1
73,    P-2602,   2023/02/23 02:44:18,           1-04,8,2.97,5.164,15.638,0.246,20359,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677138565,0.223,0.204,0.493,0.151,156.757,-0.001,-0.007,3.738,96.112,24.61,1.073,61.637,0.871,0.07,0,0,0,"    
21.79",41.25,1,4,2,WassenaarRS,0,1
74,    P-2602,   2023/02/23 02:53:18,           1-04,9,3.028,5.205,15.703,0.283,20239,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677139105,0.235,0.213,0.525,0.162,158.131,0,-0.008,3.776,95.658,24.618,1.051,60.554,0.874,-0.064,0,0,0,"    
21.74",40.812,1,4,2,WassenaarRS,0,1
75,    P-2602,   2023/02/23 03:02:17,           1-04,10,3.039,5.236,15.73,0.277,21247,0,1,                            SupremeBoil,                                T1V4-ID2,                 H2O,1677139644,0.228,0.204,0.503,0.163,164.482,-0.001,-0.008,3.89,100.17,25.613,1.118,63.697,0.873,-0.139,0,0,0,"    
21.78",40.812,1,4,2,WassenaarRS,0,1
